age	inflection
83	5.40540540540541
22	48.936170212766
22	53.4883720930233
71	77.7777777777778
53	48.2142857142857
21	45.0980392156863
21	85.1063829787234
56	34.1772151898734
70	39.527027027027
56	53.8461538461539
58	52.3809523809524
23	48.7179487179487
56	65.9090909090909
53	61.2244897959184
70	41.0714285714286
83	26.6666666666667
23	54.7169811320755
53	37.5
56	68.3333333333333
83	42.5
70	39.906103286385
53	43.9024390243902
56	48.5294117647059
83	0.0
58	47.2222222222222
70	47.2361809045226
22	86.7924528301887
58	45.7142857142857
21	52.6315789473684
83	37.8378378378378
56	51.063829787234
22	50.0
22	62.2222222222222
22	51.2820512820513
58	38.7096774193548
71	46.5573770491803
76	55.3191489361702
70	47.0588235294118
21	57.6923076923077
58	47.3684210526316
53	48.7179487179487
58	33.3333333333333
23	50.0
46	66.6666666666667
70	50.199203187251
76	28.9473684210526
20	58.4905660377359
58	51.2195121951219
23	45.0
53	47.7272727272727
53	35.1851851851852
56	81.4814814814815
83	31.0880829015544
23	54.5454545454546
71	38.4615384615385
20	42.2222222222222
58	54.5454545454545
22	60.5263157894737
70	52.247191011236
23	40.0
46	68.8888888888889
53	52.0
21	69.3548387096774
22	82.9787234042553
22	51.219512195122
56	65.2173913043478
56	70.4225352112676
76	51.219512195122
22	30.3030303030303
70	62.1380846325167
58	56.7567567567568
70	50.0
58	32.3529411764706
56	59.4594594594595
70	53.8461538461539
53	58.0
56	54.9019607843137
56	46.969696969697
23	64.8648648648649
56	84.0
23	31.0344827586207
53	53.0612244897959
83	45.9694989106754
83	18.9873417721519
53	62.2641509433962
23	66.6666666666667
46	38.0952380952381
53	41.4285714285714
22	50.0
83	12.0879120879121
22	75.609756097561
56	78.9473684210526
53	35.4838709677419
22	50.0
20	38.6363636363636
22	53.8461538461539
21	41.4634146341463
20	41.1764705882353
53	35.2941176470588
22	51.219512195122
58	50.0
46	60.8695652173913
56	46.6666666666667
22	46.1538461538462
21	58.9285714285714
83	59.2198581560284
83	70.1492537313433
83	26.9311064718163
46	85.1851851851852
71	0.0
53	44.2307692307692
71	50.4950495049505
22	51.6129032258065
58	53.4883720930233
71	48.936170212766
20	63.1578947368421
70	41.6666666666667
22	50.0
23	44.7368421052632
20	42.5531914893617
71	48.6725663716814
56	54.5454545454546
56	40.0
22	39.1304347826087
20	57.7777777777778
56	65.5737704918033
23	63.4146341463415
58	61.5384615384615
23	61.5384615384615
22	80.4878048780488
22	90.3846153846154
71	57.0121951219512
58	25.8064516129032
22	64.1025641025641
71	33.8709677419355
56	36.9565217391304
58	42.5531914893617
20	47.0588235294118
71	56.25
20	56.8181818181818
46	48.4375
70	27.3838630806846
22	60.0
53	58.4905660377359
71	53.8461538461539
53	52.0
71	44.6735395189003
83	24.3801652892562
71	57.7039274924471
71	29.3515358361775
53	45.6521739130435
70	44.4126074498567
20	39.4736842105263
53	46.7741935483871
22	68.5714285714286
83	55.3524804177546
23	51.5151515151515
56	51.8518518518519
22	53.6585365853658
23	42.3076923076923
71	49.2957746478873
53	38.6363636363636
71	42.3376623376623
71	58.7392550143267
20	52.0
22	38.2978723404255
22	76.1904761904762
22	58.0645161290323
71	60.5263157894737
83	17.0731707317073
70	45.0800915331808
22	49.0084985835694
76	30.4347826086957
53	47.7611940298507
22	27.5862068965517
71	32.5581395348837
21	46.8085106382979
22	45.6521739130435
70	39.5833333333333
23	48.2758620689655
71	45.0980392156863
58	54.5454545454546
71	36.1702127659574
56	50.0
58	51.4285714285714
22	38.4615384615385
83	50.2555366269165
21	50.0
23	51.8518518518519
53	55.3191489361702
71	49.0740740740741
58	45.4545454545455
70	34.1288782816229
83	11.7302052785924
71	45.1612903225806
53	37.5
56	65.5737704918033
56	67.1232876712329
83	20.4620462046205
46	9.72222222222222
46	73.1707317073171
58	43.2432432432432
53	48.6486486486486
53	31.7460317460317
76	47.9166666666667
22	50.1466275659824
71	32.5581395348837
56	74.4186046511628
23	64.2857142857143
56	65.7142857142857
53	45.0
83	50.6172839506173
58	64.4444444444444
53	47.0588235294118
21	58.1818181818182
83	34.1317365269461
22	25.7142857142857
23	74.468085106383
71	47.4576271186441
21	74.5098039215686
53	36.0
22	78.3783783783784
71	35.8974358974359
22	34.0425531914894
53	42.8571428571429
23	57.4468085106383
53	52.6315789473684
22	37.1428571428571
76	48.780487804878
58	48.9795918367347
56	69.2307692307692
83	38.5487528344671
70	52.434456928839
56	50.0
21	53.1914893617021
22	47.3684210526316
20	48.9795918367347
71	34.9206349206349
70	23.2558139534884
22	74.4186046511628
83	35.5491329479769
83	44.6640316205534
71	51.7045454545455
71	30.625
70	51.7241379310345
53	37.0967741935484
46	36.0655737704918
70	67.6207513416816
21	82.0
58	51.1111111111111
58	55.2631578947368
56	54.9295774647887
22	40.0
71	53.9083557951483
20	48.780487804878
70	52.9315960912052
53	58.1818181818182
71	20.0
53	25.531914893617
83	50.0
22	59.0909090909091
56	66.1290322580645
70	37.199124726477
70	29.6703296703297
76	11.1111111111111
20	45.4545454545455
53	59.0909090909091
71	52.8301886792453
71	44.1176470588235
83	40.0
23	56.5217391304348
46	33.6322869955157
22	41.8604651162791
22	35.0
23	58.0
56	58.6206896551724
46	11.1111111111111
20	65.0
58	53.8461538461539
70	48.1132075471698
23	65.8536585365854
22	45.4545454545455
71	37.8698224852071
53	50.0
23	69.2307692307692
83	40.9090909090909
56	24.2857142857143
58	53.3333333333333
56	77.3333333333333
53	53.0612244897959
20	77.2727272727273
83	61.1650485436893
22	50.0
76	59.6153846153846
56	49.0566037735849
53	60.7843137254902
70	38.8888888888889
56	59.0909090909091
70	38.2352941176471
58	31.578947368421
22	67.3913043478261
71	54.7008547008547
22	53.5714285714286
53	38.4615384615385
53	43.75
71	48.1927710843374
53	54.7169811320755
53	51.6666666666667
71	50.0
53	56.6666666666667
83	51.7647058823529
46	49.0196078431372
46	68.5185185185185
83	48.0812641083522
53	44.4444444444444
70	48.6301369863014
58	34.0909090909091
22	45.2380952380952
22	75.609756097561
22	59.1836734693878
22	61.7021276595745
70	53.2967032967033
56	57.1428571428571
53	30.4347826086957
83	34.4827586206897
58	45.9459459459459
22	75.0
58	23.3333333333333
20	46.8085106382979
22	77.1428571428572
58	54.3478260869565
20	71.6981132075472
71	61.9952494061758
23	50.0
70	30.6122448979592
53	51.6666666666667
58	43.9024390243902
70	58.7991718426501
22	84.4444444444444
71	58.252427184466
53	43.9024390243902
20	34.1463414634146
70	34.3434343434343
71	43.4782608695652
22	52.9411764705882
20	39.5348837209302
70	56.7567567567567
76	46.875
22	36.9565217391304
53	40.0
53	58.8235294117647
23	58.3333333333333
22	43.5897435897436
76	61.6666666666667
83	30.4812834224599
71	36.734693877551
56	11.9047619047619
71	34.3347639484979
71	47.9166666666667
22	80.0
22	40.0
70	40.0
56	59.3220338983051
53	49.0566037735849
21	57.8947368421053
58	50.0
53	30.0
23	37.5
53	51.8518518518519
71	31.5789473684211
83	41.1764705882353
70	45.767575322812
83	67.032967032967
58	47.5
53	41.304347826087
71	54.0983606557377
70	44.8051948051948
76	50.0
23	65.9090909090909
53	36.1702127659574
71	34.0425531914894
56	67.6923076923077
23	43.75
83	48.5714285714286
46	32.6530612244898
83	33.8600451467269
83	40.3292181069959
21	41.304347826087
56	34.2105263157895
22	47.3684210526316
53	52.1739130434783
71	23.0769230769231
22	50.0
20	47.9166666666667
21	32.6530612244898
83	23.6641221374046
23	61.1111111111111
53	51.7857142857143
70	48.5714285714286
22	78.5714285714286
71	53.6585365853658
76	62.0
56	51.063829787234
76	57.5
53	75.0
58	51.3513513513513
23	48.4848484848485
46	27.027027027027
58	51.4285714285714
83	51.7241379310345
21	21.9512195121951
70	18.5758513931889
71	40.0
53	47.6190476190476
70	40.4651162790698
20	51.1627906976744
70	46.2287104622871
20	47.3684210526316
53	46.1538461538462
58	53.1914893617021
53	47.3684210526316
58	36.8421052631579
22	51.2820512820513
21	21.2765957446809
58	43.9024390243902
56	45.0
23	63.4146341463415
21	64.406779661017
83	55.9902200488998
21	10.7142857142857
46	17.2413793103448
53	50.0
23	37.5
20	50.0
83	33.8374291115312
70	40.0437636761488
22	75.4716981132076
71	54.4959128065395
83	46.9945355191257
70	37.5
71	42.1052631578947
70	56.2982005141388
22	34.2857142857143
23	54.2857142857143
23	48.4848484848485
23	43.3333333333333
23	45.1612903225806
53	58.6206896551724
46	9.52380952380953
70	56.25
58	41.6666666666667
23	51.4285714285714
53	48.3870967741935
23	58.5365853658537
22	74.468085106383
71	46.1538461538462
76	71.6981132075472
23	58.5365853658537
70	35.9139784946237
53	49.1228070175439
53	67.5
20	41.5094339622641
20	55.8139534883721
83	50.8474576271186
70	37.5
22	62.962962962963
53	60.0
22	46.6666666666667
22	72.093023255814
83	35.5450236966825
53	42.1052631578947
23	37.8378378378378
21	46.9387755102041
53	54.1666666666667
22	71.0526315789474
20	62.7118644067797
22	30.3030303030303
83	76.3593380614657
20	46.3414634146341
71	44.0
53	51.7857142857143
58	53.1914893617021
22	35.2941176470588
22	19.5121951219512
53	56.7164179104478
71	48.0
56	66.2162162162162
56	38.4615384615385
22	53.6585365853658
53	51.8518518518519
70	26.6393442622951
58	46.6666666666667
58	52.5
70	40.1069518716578
22	26.6666666666667
22	32.0754716981132
56	43.3962264150943
58	44.6808510638298
58	36.5853658536585
46	38.9830508474576
20	43.4782608695652
58	22.5806451612903
70	44.7674418604651
23	57.1428571428571
70	35.4838709677419
53	61.2244897959184
23	51.7241379310345
53	11.3636363636364
70	40.7407407407407
53	38.8888888888889
53	46.4788732394366
56	61.1111111111111
