age	slope	inflection
83	8.20869193608082	50.5747126436782
53	10.5272368929358	41.1764705882353
70	11.8244561118082	24.0
56	6.23592692641205	68.2539682539683
71	7.91538055420477	35.5555555555556
22	7.81149305881034	36.5853658536585
76	3.14142910434134	31.0344827586207
53	12.670496973362	55.3191489361702
76	4.53436654163641	45.6521739130435
21	1.30656073941499	38.7755102040816
56	4.74937628979969	41.5584415584416
58	7.42332244699457	51.1627906976744
70	11.3207428840909	48.3173076923077
70	9.41076646875237	52.7720739219713
71	9.98988943043901	50.0
71	6.63234613572699	65.5737704918033
23	3.23250671741558	44.1860465116279
71	4.93168242691621	38.0952380952381
70	18.6968101157986	31.25
71	15.7409890089552	47.1153846153846
56	7.46000853734342	84.0
46	5.15434988772157	81.8181818181818
53	10.0567217708427	50.9433962264151
58	8.48530721202084	55.5555555555556
53	13.2227606220722	36.3636363636364
58	14.0710077234693	25.0
56	6.25637191551086	22.6666666666667
56	6.4979265359139	76.3888888888889
70	16.1366797880866	27.2727272727273
22	7.85874236680224	84.2105263157895
21	2.52665965630085	35.5555555555556
22	-1.51224125670563	58.1395348837209
58	5.8467022926743	57.5
71	7.27206604551454	37.7049180327869
20	-3.047738667997	47.7272727272727
83	12.43699485669	21.4285714285714
53	10.3946427814781	51.219512195122
76	6.91812301197661	44.7368421052632
56	10.1998390297066	50.7936507936508
70	5.29006289358466	39.4736842105263
58	18.8132733837507	24.1379310344828
56	8.84069315821378	37.5
83	6.68924800384863	37.5959079283887
53	3.3977760156938	56.0
71	14.9454113733886	36.3057324840764
83	11.4145114306345	22.7166276346604
53	6.74980297520472	45.8333333333333
58	12.4381038045879	37.5
53	10.9793988106366	46.6666666666667
46	-0.539822976709902	86.6666666666667
22	11.4623739820206	47.6190476190476
53	20.9186272072881	40.5405405405405
58	11.4082979095288	60.0
22	3.99660335881752	47.6190476190476
56	8.2753067446851	58.3333333333333
76	0.175992194092488	46.3414634146341
23	3.80182577640492	56.0
22	1.66131997721736	56.25
23	7.63412002680244	56.4102564102564
22	5.12066163496937	58.5365853658537
76	-1.07314719374555	46.4285714285714
20	1.93433467415865	48.1481481481482
56	9.08066046044515	50.9803921568627
71	20.6042390687959	36.3636363636364
22	3.79191305928817	42.0
76	7.5053513967284	44.4444444444444
46	0.259077245338386	66.1971830985916
70	8.27724645565158	52.7186761229314
70	20.1731254029689	43.217665615142
53	1.82752517193911	39.1304347826087
22	2.7199178011991	46.3414634146341
22	7.21672816910571	44.7368421052632
22	3.12966524614129	42.5531914893617
20	12.1027944764559	28.8888888888889
83	8.11516584603673	28.6937901498929
76	10.2820496866809	28.9473684210526
23	10.2375885981781	50.0
83	15.4063072745355	38.6363636363636
71	1.19965931853765	29.0909090909091
83	7.84292975924392	46.4788732394366
23	11.3088092831201	60.7142857142857
83	12.8990580403971	30.2325581395349
23	1.83367374214187	51.4285714285714
23	3.25810189640673	56.8181818181818
22	2.93694413244395	48.0
22	-0.624510859390542	59.0909090909091
21	5.10958799926176	25.0
22	6.84723099632248	62.5
58	9.68905362153697	51.3513513513513
23	2.63465077578558	36.8421052631579
22	-1.89899825568021	37.5
70	6.40627389296157	52.9652351738241
76	7.3402841167755	45.4545454545455
56	3.63550353998641	43.0379746835443
71	3.71558205094006	46.6666666666667
20	9.24075591696367	75.5102040816327
56	9.87590519190043	50.9433962264151
23	7.16087460340626	58.8235294117647
71	12.1537847432575	0.0
56	9.39738311619312	54.6875
71	8.15431277104118	46.6666666666667
58	10.6687404588692	52.1739130434783
20	3.56892370151083	41.4634146341463
56	5.41275032014647	41.1764705882353
58	8.48769475888705	59.5238095238095
56	11.8173490214198	39.2156862745098
23	7.23073895268254	64.406779661017
22	2.98766201977853	57.4468085106383
23	5.69596245606814	54.7169811320755
53	9.34676512069813	31.4814814814815
58	4.53085823760252	44.6808510638298
22	2.35741891937765	56.6037735849057
56	11.788385362203	51.6666666666667
22	-3.53232565335832	50.0
53	13.5335004700874	45.8333333333333
22	4.2071204105952	47.2222222222222
83	14.2145466942568	33.6188436830835
22	4.50508066904688	40.0
46	10.2934189499604	37.5
56	7.39989965304747	85.9649122807018
58	6.91917767653243	52.7777777777778
58	11.1031139314659	52.6315789473684
22	8.30403100120993	18.9189189189189
22	8.09287245270759	29.7297297297297
71	14.7700297540955	41.958041958042
23	7.59492164367356	50.0
53	2.98603853652561	60.7142857142857
71	6.3370920532094	28.8461538461538
71	8.48016470362143	36.3636363636364
46	-3.85855316686819	53.4883720930233
53	11.4051386338958	41.6666666666667
76	2.41314686709743	50.0
83	7.08358535869018	58.5365853658537
23	8.8322569319954	58.974358974359
58	11.112365263893	29.0322580645161
56	6.92836968311574	47.8260869565217
22	2.22873624687637	80.0
71	6.13040797656925	47.2972972972973
76	2.6633723432387	20.5882352941176
22	3.68487389283977	44.1176470588235
22	1.91224426478314	44.1860465116279
70	10.8330888937594	48.7179487179487
56	6.66062216995296	53.8461538461538
76	-0.142523157820375	48.7179487179487
71	15.7679560484561	61.9047619047619
53	10.8568834341981	50.0
56	-3.01728031653101	100.0
53	12.5406808980237	38.8888888888889
53	4.34667929412197	69.2307692307692
76	1.49911886108376	51.219512195122
58	11.3765541881085	60.9756097560976
83	11.4901413341155	14.3468950749465
53	18.9664355722321	17.0731707317073
23	6.26332915985854	51.2820512820513
71	5.97193687575075	33.9853300733496
22	9.13441978643526	44.4444444444444
83	19.4635032419291	35.7142857142857
58	3.67495410975147	59.1836734693877
71	5.22629582166889	37.5
83	4.59700760031538	45.0549450549451
20	14.9135493653509	20.0
58	1.91896704717765	42.8571428571429
70	9.39999062694218	51.4563106796116
83	15.477582806222	5.40540540540541
76	-0.412144561674915	51.3513513513513
56	9.20245602741232	0.0
58	6.80962122239625	55.5555555555556
83	11.6235919334435	3.15457413249211
53	14.6645921934765	36.5853658536585
22	8.02173362372609	25.0
83	9.76978894667269	42.5
53	13.9223174638315	52.0833333333333
58	7.59108386292571	29.7872340425532
20	3.29779714540993	50.9433962264151
70	11.0607871824259	43.2432432432432
53	9.53028072054824	48.0
23	11.0407004043674	41.1764705882353
22	3.51153183676542	62.0
71	4.54679127886285	38.8888888888889
22	5.16782461623001	84.4444444444444
58	13.6687300259795	32.4324324324324
76	5.12017690525109	52.6315789473684
71	3.65730088543549	51.063829787234
23	2.65513788908553	52.6315789473684
23	2.09770030506053	57.1428571428571
22	4.26552486650219	63.4146341463415
23	0.349275984323634	47.7272727272727
22	-1.29609722819509	32.3529411764706
76	10.080285796582	32.3529411764706
22	4.61773729824097	55.3191489361702
71	6.84294784008707	33.3333333333333
83	21.1691464701145	5.40540540540541
22	-2.92732962513926	48.936170212766
22	5.73558743314038	53.4883720930233
71	-2.66524427829525	77.7777777777778
53	6.3535592677083	48.2142857142857
21	-0.25481793390506	45.0980392156863
21	-1.89200475506276	85.1063829787234
56	8.44219161436347	34.1772151898734
70	9.68623661880522	39.527027027027
56	7.01575049517075	53.8461538461539
58	4.38177200245345	52.3809523809524
23	8.57879094056499	48.7179487179487
56	8.95754636345209	65.9090909090909
53	14.2823780318132	61.2244897959184
70	6.67660687289262	41.0714285714286
83	10.2698694771679	26.6666666666667
23	8.24569647461571	54.7169811320755
53	10.2215227380379	37.5
56	1.46677230942251	68.3333333333333
83	4.10070913061958	42.5
70	12.8976336896543	39.906103286385
53	19.6996902859208	43.9024390243902
56	8.11785702358018	48.5294117647059
83	17.6008165487964	0.0
58	4.82095053609951	47.2222222222222
70	11.3753593863587	47.2361809045226
22	2.05328337610503	86.7924528301887
58	10.4008253359374	45.7142857142857
21	5.1706496300194	52.6315789473684
83	9.2203088964874	37.8378378378378
56	8.56721999663019	51.063829787234
22	-3.02768647184521	50.0
22	3.43431117044982	62.2222222222222
22	10.4331467631013	51.2820512820513
58	6.92265035600532	38.7096774193548
71	8.72434513639634	46.5573770491803
76	1.7847826770873	55.3191489361702
70	17.5095167374626	47.0588235294118
21	-5.65180012687936	57.6923076923077
58	7.11244786831889	47.3684210526316
53	17.8229671728091	48.7179487179487
58	9.32187809976703	33.3333333333333
23	7.80047675101229	50.0
46	-1.71041202034471	66.6666666666667
70	4.61631827292978	50.199203187251
76	2.44516035721437	28.9473684210526
20	5.56460090732001	58.4905660377359
58	8.45009060965984	51.2195121951219
23	8.11795661590129	45.0
53	7.36796469401622	47.7272727272727
53	8.78544817939278	35.1851851851852
56	5.92129280524877	81.4814814814815
83	11.228011478668	31.0880829015544
23	2.05473379178999	54.5454545454546
71	9.16769642528349	38.4615384615385
20	5.17972443997394	42.2222222222222
58	2.76963252302009	54.5454545454545
22	-1.77821001996519	60.5263157894737
70	-0.0432013503635112	52.247191011236
23	8.67677619632985	40.0
46	6.07390927720851	68.8888888888889
53	15.143446540196	52.0
21	1.44946801873825	69.3548387096774
22	-3.5323991384326	82.9787234042553
22	4.13118361146389	51.219512195122
56	12.8537540656503	65.2173913043478
56	3.41529475963052	70.4225352112676
76	-3.59497323749069	51.219512195122
22	8.89789370728209	30.3030303030303
70	9.87551199157426	62.1380846325167
58	6.75806025455959	56.7567567567568
70	7.43040639345753	50.0
58	8.31404116151054	32.3529411764706
56	6.0710619657065	59.4594594594595
70	13.9312483552543	53.8461538461539
53	15.5260272528406	58.0
56	9.70924335481536	54.9019607843137
56	6.80202287799749	46.969696969697
23	9.8870139168429	64.8648648648649
56	8.12114509810815	84.0
23	19.5406575022934	31.0344827586207
53	5.60528895634559	53.0612244897959
83	3.47957727688808	45.9694989106754
83	12.5018450778911	18.9873417721519
53	10.1272128932002	62.2641509433962
23	2.93753860781961	66.6666666666667
46	10.7325722388576	38.0952380952381
53	5.33787638518124	41.4285714285714
22	2.73048462711838	50.0
83	8.01267179071673	12.0879120879121
22	9.55624496355065	75.609756097561
56	2.62750400032995	78.9473684210526
53	4.56500398875739	35.4838709677419
22	-2.21097955874751	50.0
20	5.3502686686518	38.6363636363636
22	0.921985082132127	53.8461538461539
21	9.6412256529763	41.4634146341463
20	14.5963460006847	41.1764705882353
53	17.8148378353792	35.2941176470588
22	6.79700383042741	51.219512195122
58	3.15686784328558	50.0
46	-2.19342485395438	60.8695652173913
56	7.65897259509245	46.6666666666667
22	-0.464606875081786	46.1538461538462
21	-0.0628687907266176	58.9285714285714
83	4.87444760405754	59.2198581560284
83	8.62103145874389	70.1492537313433
83	12.9212687552834	26.9311064718163
46	4.99389824530246	85.1851851851852
71	11.1140600621609	0.0
53	2.84798065057821	44.2307692307692
71	-3.32915706931687	50.4950495049505
22	-4.0960112731126	51.6129032258065
58	6.73861961349137	53.4883720930233
71	6.16332238305242	48.936170212766
20	4.60261628858194	63.1578947368421
70	6.95955326896267	41.6666666666667
22	6.53943648991409	50.0
23	6.35979056173717	44.7368421052632
20	5.11208317300863	42.5531914893617
71	11.555043783812	48.6725663716814
56	5.49655660807269	54.5454545454546
56	8.89583821168398	40.0
22	1.2126158022152	39.1304347826087
20	3.04904208139428	57.7777777777778
56	6.62292859762517	65.5737704918033
23	1.17340973057114	63.4146341463415
58	9.64517204147231	61.5384615384615
23	17.1108489221955	61.5384615384615
22	0.412728261585666	80.4878048780488
22	0.013684630937282	90.3846153846154
71	3.6608912137857	57.0121951219512
58	16.9547437784019	25.8064516129032
22	5.99267216986527	64.1025641025641
71	8.16125950544505	33.8709677419355
56	4.59405286847158	36.9565217391304
58	4.92392987105121	42.5531914893617
20	2.78564583466901	47.0588235294118
71	10.4482059420526	56.25
20	4.99112454005823	56.8181818181818
46	6.81195232857875	48.4375
70	9.15336411052945	27.3838630806846
22	-0.0500865830691863	60.0
53	12.4024350648626	58.4905660377359
71	7.22220137817134	53.8461538461539
53	13.7700431963562	52.0
71	7.73379031267251	44.6735395189003
83	8.54827859896785	24.3801652892562
71	11.3400372544344	57.7039274924471
71	9.55360131367228	29.3515358361775
53	8.93167692024004	45.6521739130435
70	12.5202174417971	44.4126074498567
20	7.57449895144703	39.4736842105263
53	5.52256941916482	46.7741935483871
22	1.57536456657454	68.5714285714286
83	3.17779826754484	55.3524804177546
23	15.4854021103	51.5151515151515
56	10.5869559249779	51.8518518518519
22	4.07419406726466	53.6585365853658
23	7.08441371112466	42.3076923076923
71	3.4624528653748	49.2957746478873
53	16.6220103497084	38.6363636363636
71	7.18180977819154	42.3376623376623
71	10.1309086255862	58.7392550143267
20	14.6673045592078	52.0
22	5.97988734037709	38.2978723404255
22	2.38158935812791	76.1904761904762
22	2.52789608804703	58.0645161290323
71	6.1869674119764	60.5263157894737
83	6.21607213230263	17.0731707317073
70	8.10486564076074	45.0800915331808
22	4.432587021871	49.0084985835694
76	2.3558293286448	30.4347826086957
53	8.1381327899816	47.7611940298507
22	8.73898644580838	27.5862068965517
71	6.1759267189922	32.5581395348837
21	1.94700660460408	46.8085106382979
22	6.79464306732155	45.6521739130435
70	7.73239820735218	39.5833333333333
23	4.0612793095748	48.2758620689655
71	6.1444321091517	45.0980392156863
58	4.70777202551912	54.5454545454546
71	7.32518178460846	36.1702127659574
56	5.47533314029745	50.0
58	12.1580566094062	51.4285714285714
22	3.42298707826139	38.4615384615385
83	10.6077148865219	50.2555366269165
21	0.0430463663590654	50.0
23	12.4606993030361	51.8518518518519
53	9.8568621702576	55.3191489361702
71	9.12976218606827	49.0740740740741
58	13.9185984882164	45.4545454545455
70	9.64505621648505	34.1288782816229
83	9.73864810173289	11.7302052785924
71	5.8737008818754	45.1612903225806
53	9.10959467694666	37.5
56	7.53592522732266	65.5737704918033
56	3.90553406577145	67.1232876712329
83	15.7765411703514	20.4620462046205
46	-0.530221440761045	9.72222222222222
46	0.521029442216052	73.1707317073171
58	8.40476407569652	43.2432432432432
53	7.78106139664192	48.6486486486486
53	10.5286994966199	31.7460317460317
76	1.15995962692359	47.9166666666667
22	-0.440339316215458	50.1466275659824
71	5.8072229200258	32.5581395348837
56	6.44893976490109	74.4186046511628
23	4.26834204804585	64.2857142857143
56	11.7983060313206	65.7142857142857
53	10.6371129555317	45.0
83	10.6756642620005	50.6172839506173
58	3.34185513624338	64.4444444444444
53	9.68252533731847	47.0588235294118
21	0.246549173797044	58.1818181818182
83	10.610507940572	34.1317365269461
22	8.10324194299049	25.7142857142857
23	10.0918558384894	74.468085106383
71	6.53539536921336	47.4576271186441
21	1.03230841010591	74.5098039215686
53	3.89370912790488	36.0
22	3.26644593136377	78.3783783783784
71	7.81583031025137	35.8974358974359
22	0.182878938617793	34.0425531914894
53	8.95263643360291	42.8571428571429
23	4.35965075479968	57.4468085106383
53	6.08669508999154	52.6315789473684
22	3.99752995894787	37.1428571428571
76	4.26854033511309	48.780487804878
58	5.42193544172451	48.9795918367347
56	9.75554473633859	69.2307692307692
83	7.43337386684227	38.5487528344671
70	8.50945318274655	52.434456928839
56	3.44314758281107	50.0
21	0.424704074135326	53.1914893617021
22	6.6594428045076	47.3684210526316
20	0.84139418241871	48.9795918367347
71	16.9832782101927	34.9206349206349
70	5.06691225126878	23.2558139534884
22	4.59504024464059	74.4186046511628
83	10.8208846983879	35.5491329479769
83	4.63096782004613	44.6640316205534
71	9.00128623544778	51.7045454545455
71	7.75592814095565	30.625
70	-4.68801855889292	51.7241379310345
53	4.04990093940428	37.0967741935484
46	9.42165347047389	36.0655737704918
70	7.43192304953012	67.6207513416816
21	-2.28994026675204	82.0
58	4.3715400402716	51.1111111111111
58	9.69116398006997	55.2631578947368
56	8.08177654850205	54.9295774647887
22	7.03193911701575	40.0
71	8.00005726767895	53.9083557951483
20	0.497842114938438	48.780487804878
70	7.75982254840452	52.9315960912052
53	8.51290939599423	58.1818181818182
71	7.21031913146263	20.0
53	13.3923043870575	25.531914893617
83	6.90798234063788	50.0
22	-1.81856125799851	59.0909090909091
56	5.33169892256337	66.1290322580645
70	5.16087486436202	37.199124726477
70	7.97562006123138	29.6703296703297
76	4.94723308495645	11.1111111111111
20	7.72853604181402	45.4545454545455
53	14.1140067813904	59.0909090909091
71	7.54847852372685	52.8301886792453
71	4.10533126544867	44.1176470588235
83	11.6575543758921	40.0
23	12.5927188774228	56.5217391304348
46	10.150307743813	33.6322869955157
22	2.03695483709032	41.8604651162791
22	4.43048303138823	35.0
23	-3.28279285464741	58.0
56	6.13007767061058	58.6206896551724
46	10.8457238319162	11.1111111111111
20	8.43290825433007	65.0
58	5.63151611180422	53.8461538461539
70	1.82257068195244	48.1132075471698
23	-0.141648596734311	65.8536585365854
22	2.25659428948378	45.4545454545455
71	0.0258060215454623	37.8698224852071
53	6.08317659055796	50.0
23	-7.03858218432582	69.2307692307692
83	13.6531751973223	40.9090909090909
56	8.52192519202471	24.2857142857143
58	7.457523613067	53.3333333333333
56	7.02975149536143	77.3333333333333
53	4.29570518458096	53.0612244897959
20	-1.2381087855388	77.2727272727273
83	2.88629178020031	61.1650485436893
22	2.81477583380201	50.0
76	1.08593857508148	59.6153846153846
56	6.50826631176238	49.0566037735849
53	0.45384465063021	60.7843137254902
70	9.35079001248151	38.8888888888889
56	6.96610379066018	59.0909090909091
70	1.33748179348231	38.2352941176471
58	9.18374528492879	31.578947368421
22	0.663361722884041	67.3913043478261
71	2.81391532827737	54.7008547008547
22	0.253824515242128	53.5714285714286
53	5.86920521936731	38.4615384615385
53	6.64432084230114	43.75
71	-0.468069276857954	48.1927710843374
53	4.96313948200527	54.7169811320755
53	8.59266376081005	51.6666666666667
71	5.18801156656568	50.0
53	10.6727262128983	56.6666666666667
83	12.3802703699409	51.7647058823529
46	6.68231083383023	49.0196078431372
46	5.87144610169834	68.5185185185185
83	8.45843229138401	48.0812641083522
53	4.22492337300127	44.4444444444444
70	16.9206494900544	48.6301369863014
58	6.83446119435898	34.0909090909091
22	7.41065094352416	45.2380952380952
22	-0.942716074143629	75.609756097561
22	2.47224943337004	59.1836734693878
22	-0.933799362547942	61.7021276595745
70	14.4530137410755	53.2967032967033
56	7.29749446493361	57.1428571428571
53	13.8900596632506	30.4347826086957
83	7.19627621266926	34.4827586206897
58	9.07676907516267	45.9459459459459
22	-0.692637807911323	75.0
58	12.7659826498122	23.3333333333333
20	6.56314834831447	46.8085106382979
22	1.65172360379446	77.1428571428572
58	6.95695653533657	54.3478260869565
20	0.464367078903368	71.6981132075472
71	-4.43998801469574	61.9952494061758
23	-1.16331914257776	50.0
70	12.9507942211015	30.6122448979592
53	10.2581702144475	51.6666666666667
58	17.6727741332689	43.9024390243902
70	6.60369889945019	58.7991718426501
22	6.60719364956073	84.4444444444444
71	9.93789156371791	58.252427184466
53	13.7777020432843	43.9024390243902
20	5.87742659202573	34.1463414634146
70	6.63702374058433	34.3434343434343
71	10.2562341107075	43.4782608695652
22	9.70899636610917	52.9411764705882
20	-3.32497879433009	39.5348837209302
70	3.3705671156584	56.7567567567567
76	4.36507656005698	46.875
22	1.033494862291	36.9565217391304
53	8.1815245503463	40.0
53	11.1288462144998	58.8235294117647
23	15.7899896618424	58.3333333333333
22	4.99894645550907	43.5897435897436
76	-3.11158966941033	61.6666666666667
83	9.86044323211343	30.4812834224599
71	4.65874006829651	36.734693877551
56	5.94900235280998	11.9047619047619
71	18.2446234756562	34.3347639484979
71	10.7799248846714	47.9166666666667
22	3.39863683142823	80.0
22	6.81484575411565	40.0
70	15.106927971571	40.0
56	7.69624142546377	59.3220338983051
53	10.7012710378229	49.0566037735849
21	1.3134939873752	57.8947368421053
58	6.34306895592268	50.0
53	7.73380174002701	30.0
23	11.8702918820781	37.5
53	7.3429334574535	51.8518518518519
71	3.84412563364743	31.5789473684211
83	10.9188924548251	41.1764705882353
70	6.36130167223794	45.767575322812
83	5.06589693562772	67.032967032967
58	5.29711329213134	47.5
53	14.28964314231	41.304347826087
71	5.06114656858039	54.0983606557377
70	3.05684403270844	44.8051948051948
76	1.34970755431906	50.0
23	5.70242483580996	65.9090909090909
53	12.382885926009	36.1702127659574
71	7.79453265755141	34.0425531914894
56	7.60366610301981	67.6923076923077
23	14.5336575342422	43.75
83	13.1397692394457	48.5714285714286
46	1.859139181322	32.6530612244898
83	3.81841246300172	33.8600451467269
83	5.021682592369	40.3292181069959
21	5.44986993396506	41.304347826087
56	3.43860754337256	34.2105263157895
22	4.20593098959545	47.3684210526316
53	9.71491095700745	52.1739130434783
71	6.51266007224281	23.0769230769231
22	1.59129163344808	50.0
20	-0.734512090608597	47.9166666666667
21	4.722321870493	32.6530612244898
83	10.3954885766545	23.6641221374046
23	8.97264240283649	61.1111111111111
53	2.75947750708164	51.7857142857143
70	11.8544520686	48.5714285714286
22	6.1373207172907	78.5714285714286
71	0.682820689468536	53.6585365853658
76	-0.511206607466434	62.0
56	13.2367886722337	51.063829787234
76	0.206811968294529	57.5
53	6.54788191367537	75.0
58	3.35094600220851	51.3513513513513
23	11.9995539193578	48.4848484848485
46	4.62359195008363	27.027027027027
58	10.5842635884476	51.4285714285714
83	11.6676607111125	51.7241379310345
21	9.98947152824696	21.9512195121951
70	16.9130317070789	18.5758513931889
71	4.28067837309472	40.0
53	15.7798318012408	47.6190476190476
70	7.17460473277462	40.4651162790698
20	9.18209484960094	51.1627906976744
70	8.93331786673629	46.2287104622871
20	5.14644882529342	47.3684210526316
53	13.0687855088136	46.1538461538462
58	9.00157095510576	53.1914893617021
53	-0.800898287555914	47.3684210526316
58	12.8640943967145	36.8421052631579
22	-3.37729629427695	51.2820512820513
21	2.27149152750138	21.2765957446809
58	8.72835074083445	43.9024390243902
56	4.98469917083297	45.0
23	3.4252931187652	63.4146341463415
21	-4.49660224327971	64.406779661017
83	7.74478378449447	55.9902200488998
21	21.2422789924355	10.7142857142857
46	1.85728250175035	17.2413793103448
53	11.1849930842627	50.0
23	9.60125998685922	37.5
20	4.60586692235777	50.0
83	3.7980660698443	33.8374291115312
70	11.8164912448104	40.0437636761488
22	-4.05381657951786	75.4716981132076
71	9.41579966031536	54.4959128065395
83	2.23062987478633	46.9945355191257
70	9.92028133359039	37.5
71	3.53479701337118	42.1052631578947
70	7.27126985852262	56.2982005141388
22	2.38094833108803	34.2857142857143
23	12.7087697559895	54.2857142857143
23	12.3692780474251	48.4848484848485
23	10.8191382325025	43.3333333333333
23	11.0135915152683	45.1612903225806
53	8.75220294408065	58.6206896551724
46	4.70925343078048	9.52380952380953
70	8.0343597116195	56.25
58	9.79629933653371	41.6666666666667
23	6.61700067400937	51.4285714285714
53	3.64181670389688	48.3870967741935
23	11.3166787607299	58.5365853658537
22	6.71973431013484	74.468085106383
71	2.89716155041008	46.1538461538462
76	-1.12881150126444	71.6981132075472
23	7.33664610820654	58.5365853658537
70	14.0784624640365	35.9139784946237
53	10.9794131839446	49.1228070175439
53	15.7535092423643	67.5
20	-1.10422355945207	41.5094339622641
20	11.4776909047802	55.8139534883721
83	5.56417170343159	50.8474576271186
70	13.398732464385	37.5
22	3.20364591371227	62.962962962963
53	7.23172942447389	60.0
22	10.129232377965	46.6666666666667
22	4.24831540586669	72.093023255814
83	14.6265598969027	35.5450236966825
53	8.16932518022344	42.1052631578947
23	9.13067830590368	37.8378378378378
21	-6.11566415270555	46.9387755102041
53	13.2518246236136	54.1666666666667
22	10.2577748059855	71.0526315789474
20	-1.45029715931108	62.7118644067797
22	8.89789370728209	30.3030303030303
83	19.4221230372749	76.3593380614657
20	2.27596773936847	46.3414634146341
71	8.89137707226955	44.0
53	10.8787158625181	51.7857142857143
58	6.15121723937158	53.1914893617021
22	5.33373565421226	35.2941176470588
22	1.83902001594629	19.5121951219512
53	1.52738287488006	56.7164179104478
71	10.9249783392993	48.0
56	7.05124192743489	66.2162162162162
56	10.7517260853148	38.4615384615385
22	-1.13414866795262	53.6585365853658
53	9.14022560668274	51.8518518518519
70	11.2000935089811	26.6393442622951
58	12.151137948713	46.6666666666667
58	12.4736610105316	52.5
70	6.83499480571343	40.1069518716578
22	2.45733888303645	26.6666666666667
22	1.18269488122735	32.0754716981132
56	5.35620453359059	43.3962264150943
58	1.37022268077586	44.6808510638298
58	15.6732391054805	36.5853658536585
46	16.819788457426	38.9830508474576
20	9.40510167640839	43.4782608695652
58	16.3523456440138	22.5806451612903
70	13.8027422566872	44.7674418604651
23	8.16037888281234	57.1428571428571
70	20.2403106674919	35.4838709677419
