age	slope
76	-0.142523157820375
71	15.7679560484561
53	10.8568834341981
56	-3.01728031653101
53	12.5406808980237
53	4.34667929412197
76	1.49911886108376
58	11.3765541881085
83	11.4901413341155
53	18.9664355722321
23	6.26332915985854
71	5.97193687575075
22	9.13441978643526
83	19.4635032419291
58	3.67495410975147
71	5.22629582166889
83	4.59700760031538
20	14.9135493653509
58	1.91896704717765
70	9.39999062694218
83	15.477582806222
76	-0.412144561674915
56	9.20245602741232
58	6.80962122239625
83	11.6235919334435
53	14.6645921934765
22	8.02173362372609
83	9.76978894667269
53	13.9223174638315
58	7.59108386292571
20	3.29779714540993
70	11.0607871824259
53	9.53028072054824
23	11.0407004043674
22	3.51153183676542
71	4.54679127886285
22	5.16782461623001
58	13.6687300259795
76	5.12017690525109
71	3.65730088543549
23	2.65513788908553
23	2.09770030506053
22	4.26552486650219
23	0.349275984323634
22	-1.29609722819509
76	10.080285796582
22	4.61773729824097
71	6.84294784008707
83	21.1691464701145
22	-2.92732962513926
22	5.73558743314038
71	-2.66524427829525
53	6.3535592677083
21	-0.25481793390506
21	-1.89200475506276
56	8.44219161436347
70	9.68623661880522
56	7.01575049517075
58	4.38177200245345
23	8.57879094056499
56	8.95754636345209
53	14.2823780318132
70	6.67660687289262
83	10.2698694771679
23	8.24569647461571
53	10.2215227380379
56	1.46677230942251
83	4.10070913061958
70	12.8976336896543
53	19.6996902859208
56	8.11785702358018
83	17.6008165487964
58	4.82095053609951
70	11.3753593863587
22	2.05328337610503
58	10.4008253359374
21	5.1706496300194
83	9.2203088964874
56	8.56721999663019
22	-3.02768647184521
22	3.43431117044982
22	10.4331467631013
58	6.92265035600532
71	8.72434513639634
76	1.7847826770873
70	17.5095167374626
21	-5.65180012687936
58	7.11244786831889
53	17.8229671728091
58	9.32187809976703
23	7.80047675101229
46	-1.71041202034471
70	4.61631827292978
76	2.44516035721437
20	5.56460090732001
58	8.45009060965984
23	8.11795661590129
53	7.36796469401622
53	8.78544817939278
56	5.92129280524877
83	11.228011478668
23	2.05473379178999
71	9.16769642528349
20	5.17972443997394
58	2.76963252302009
22	-1.77821001996519
70	-0.0432013503635112
23	8.67677619632985
46	6.07390927720851
53	15.143446540196
21	1.44946801873825
22	-3.5323991384326
22	4.13118361146389
56	12.8537540656503
56	3.41529475963052
76	-3.59497323749069
22	8.89789370728209
70	9.87551199157426
58	6.75806025455959
70	7.43040639345753
58	8.31404116151054
56	6.0710619657065
70	13.9312483552543
53	15.5260272528406
56	9.70924335481536
56	6.80202287799749
23	9.8870139168429
56	8.12114509810815
23	19.5406575022934
53	5.60528895634559
83	3.47957727688808
83	12.5018450778911
53	10.1272128932002
23	2.93753860781961
46	10.7325722388576
53	5.33787638518124
22	2.73048462711838
83	8.01267179071673
22	9.55624496355065
56	2.62750400032995
53	4.56500398875739
22	-2.21097955874751
20	5.3502686686518
22	0.921985082132127
21	9.6412256529763
20	14.5963460006847
53	17.8148378353792
22	6.79700383042741
58	3.15686784328558
46	-2.19342485395438
56	7.65897259509245
22	-0.464606875081786
21	-0.0628687907266176
83	4.87444760405754
83	8.62103145874389
83	12.9212687552834
46	4.99389824530246
71	11.1140600621609
53	2.84798065057821
71	-3.32915706931687
22	-4.0960112731126
58	6.73861961349137
71	6.16332238305242
20	4.60261628858194
70	6.95955326896267
22	6.53943648991409
23	6.35979056173717
20	5.11208317300863
71	11.555043783812
56	5.49655660807269
56	8.89583821168398
22	1.2126158022152
20	3.04904208139428
56	6.62292859762517
23	1.17340973057114
58	9.64517204147231
23	17.1108489221955
22	0.412728261585666
22	0.013684630937282
71	3.6608912137857
58	16.9547437784019
22	5.99267216986527
71	8.16125950544505
56	4.59405286847158
58	4.92392987105121
20	2.78564583466901
71	10.4482059420526
20	4.99112454005823
46	6.81195232857875
70	9.15336411052945
22	-0.0500865830691863
53	12.4024350648626
71	7.22220137817134
53	13.7700431963562
71	7.73379031267251
83	8.54827859896785
71	11.3400372544344
71	9.55360131367228
53	8.93167692024004
70	12.5202174417971
20	7.57449895144703
53	5.52256941916482
22	1.57536456657454
83	3.17779826754484
23	15.4854021103
56	10.5869559249779
22	4.07419406726466
23	7.08441371112466
71	3.4624528653748
53	16.6220103497084
71	7.18180977819154
71	10.1309086255862
20	14.6673045592078
22	5.97988734037709
22	2.38158935812791
22	2.52789608804703
71	6.1869674119764
83	6.21607213230263
70	8.10486564076074
22	4.432587021871
76	2.3558293286448
53	8.1381327899816
22	8.73898644580838
71	6.1759267189922
21	1.94700660460408
22	6.79464306732155
70	7.73239820735218
23	4.0612793095748
71	6.1444321091517
58	4.70777202551912
71	7.32518178460846
56	5.47533314029745
58	12.1580566094062
22	3.42298707826139
83	10.6077148865219
21	0.0430463663590654
23	12.4606993030361
53	9.8568621702576
71	9.12976218606827
58	13.9185984882164
70	9.64505621648505
83	9.73864810173289
71	5.8737008818754
53	9.10959467694666
56	7.53592522732266
56	3.90553406577145
83	15.7765411703514
46	-0.530221440761045
46	0.521029442216052
58	8.40476407569652
53	7.78106139664192
53	10.5286994966199
76	1.15995962692359
22	-0.440339316215458
71	5.8072229200258
56	6.44893976490109
23	4.26834204804585
56	11.7983060313206
53	10.6371129555317
83	10.6756642620005
58	3.34185513624338
53	9.68252533731847
21	0.246549173797044
83	10.610507940572
22	8.10324194299049
23	10.0918558384894
71	6.53539536921336
21	1.03230841010591
53	3.89370912790488
22	3.26644593136377
71	7.81583031025137
22	0.182878938617793
53	8.95263643360291
23	4.35965075479968
53	6.08669508999154
22	3.99752995894787
76	4.26854033511309
58	5.42193544172451
56	9.75554473633859
83	7.43337386684227
70	8.50945318274655
56	3.44314758281107
21	0.424704074135326
22	6.6594428045076
20	0.84139418241871
71	16.9832782101927
70	5.06691225126878
22	4.59504024464059
83	10.8208846983879
83	4.63096782004613
71	9.00128623544778
71	7.75592814095565
70	-4.68801855889292
53	4.04990093940428
46	9.42165347047389
70	7.43192304953012
21	-2.28994026675204
58	4.3715400402716
58	9.69116398006997
56	8.08177654850205
22	7.03193911701575
71	8.00005726767895
20	0.497842114938438
70	7.75982254840452
53	8.51290939599423
71	7.21031913146263
53	13.3923043870575
83	6.90798234063788
22	-1.81856125799851
56	5.33169892256337
70	5.16087486436202
70	7.97562006123138
76	4.94723308495645
20	7.72853604181402
53	14.1140067813904
71	7.54847852372685
71	4.10533126544867
83	11.6575543758921
23	12.5927188774228
46	10.150307743813
22	2.03695483709032
22	4.43048303138823
23	-3.28279285464741
56	6.13007767061058
46	10.8457238319162
20	8.43290825433007
58	5.63151611180422
70	1.82257068195244
23	-0.141648596734311
22	2.25659428948378
71	0.0258060215454623
53	6.08317659055796
23	-7.03858218432582
83	13.6531751973223
56	8.52192519202471
58	7.457523613067
56	7.02975149536143
53	4.29570518458096
20	-1.2381087855388
83	2.88629178020031
22	2.81477583380201
76	1.08593857508148
56	6.50826631176238
53	0.45384465063021
70	9.35079001248151
56	6.96610379066018
70	1.33748179348231
58	9.18374528492879
22	0.663361722884041
71	2.81391532827737
22	0.253824515242128
53	5.86920521936731
53	6.64432084230114
71	-0.468069276857954
53	4.96313948200527
53	8.59266376081005
71	5.18801156656568
53	10.6727262128983
83	12.3802703699409
46	6.68231083383023
46	5.87144610169834
83	8.45843229138401
53	4.22492337300127
70	16.9206494900544
58	6.83446119435898
22	7.41065094352416
22	-0.942716074143629
22	2.47224943337004
22	-0.933799362547942
70	14.4530137410755
56	7.29749446493361
53	13.8900596632506
83	7.19627621266926
58	9.07676907516267
22	-0.692637807911323
58	12.7659826498122
20	6.56314834831447
22	1.65172360379446
58	6.95695653533657
20	0.464367078903368
71	-4.43998801469574
23	-1.16331914257776
70	12.9507942211015
53	10.2581702144475
58	17.6727741332689
70	6.60369889945019
22	6.60719364956073
71	9.93789156371791
53	13.7777020432843
20	5.87742659202573
70	6.63702374058433
71	10.2562341107075
22	9.70899636610917
20	-3.32497879433009
70	3.3705671156584
76	4.36507656005698
22	1.033494862291
53	8.1815245503463
53	11.1288462144998
23	15.7899896618424
22	4.99894645550907
76	-3.11158966941033
83	9.86044323211343
71	4.65874006829651
56	5.94900235280998
71	18.2446234756562
71	10.7799248846714
22	3.39863683142823
22	6.81484575411565
70	15.106927971571
56	7.69624142546377
53	10.7012710378229
21	1.3134939873752
58	6.34306895592268
53	7.73380174002701
23	11.8702918820781
53	7.3429334574535
71	3.84412563364743
83	10.9188924548251
70	6.36130167223794
83	5.06589693562772
58	5.29711329213134
53	14.28964314231
71	5.06114656858039
70	3.05684403270844
76	1.34970755431906
23	5.70242483580996
53	12.382885926009
71	7.79453265755141
56	7.60366610301981
23	14.5336575342422
83	13.1397692394457
46	1.859139181322
83	3.81841246300172
83	5.021682592369
21	5.44986993396506
56	3.43860754337256
22	4.20593098959545
53	9.71491095700745
71	6.51266007224281
22	1.59129163344808
20	-0.734512090608597
21	4.722321870493
83	10.3954885766545
23	8.97264240283649
53	2.75947750708164
70	11.8544520686
22	6.1373207172907
71	0.682820689468536
76	-0.511206607466434
56	13.2367886722337
76	0.206811968294529
53	6.54788191367537
58	3.35094600220851
23	11.9995539193578
46	4.62359195008363
58	10.5842635884476
83	11.6676607111125
21	9.98947152824696
70	16.9130317070789
71	4.28067837309472
53	15.7798318012408
70	7.17460473277462
20	9.18209484960094
70	8.93331786673629
20	5.14644882529342
53	13.0687855088136
58	9.00157095510576
53	-0.800898287555914
58	12.8640943967145
22	-3.37729629427695
21	2.27149152750138
58	8.72835074083445
56	4.98469917083297
23	3.4252931187652
21	-4.49660224327971
83	7.74478378449447
21	21.2422789924355
46	1.85728250175035
53	11.1849930842627
23	9.60125998685922
20	4.60586692235777
83	3.7980660698443
70	11.8164912448104
22	-4.05381657951786
71	9.41579966031536
83	2.23062987478633
70	9.92028133359039
71	3.53479701337118
70	7.27126985852262
22	2.38094833108803
23	12.7087697559895
23	12.3692780474251
23	10.8191382325025
23	11.0135915152683
53	8.75220294408065
46	4.70925343078048
70	8.0343597116195
58	9.79629933653371
23	6.61700067400937
53	3.64181670389688
23	11.3166787607299
22	6.71973431013484
71	2.89716155041008
76	-1.12881150126444
23	7.33664610820654
70	14.0784624640365
53	10.9794131839446
53	15.7535092423643
20	-1.10422355945207
20	11.4776909047802
83	5.56417170343159
70	13.398732464385
22	3.20364591371227
53	7.23172942447389
22	10.129232377965
22	4.24831540586669
83	14.6265598969027
53	8.16932518022344
23	9.13067830590368
21	-6.11566415270555
53	13.2518246236136
22	10.2577748059855
20	-1.45029715931108
22	8.89789370728209
83	19.4221230372749
20	2.27596773936847
71	8.89137707226955
53	10.8787158625181
58	6.15121723937158
22	5.33373565421226
22	1.83902001594629
53	1.52738287488006
71	10.9249783392993
56	7.05124192743489
56	10.7517260853148
22	-1.13414866795262
53	9.14022560668274
70	11.2000935089811
58	12.151137948713
58	12.4736610105316
70	6.83499480571343
22	2.45733888303645
22	1.18269488122735
56	5.35620453359059
58	1.37022268077586
58	15.6732391054805
46	16.819788457426
20	9.40510167640839
58	16.3523456440138
70	13.8027422566872
23	8.16037888281234
70	20.2403106674919
53	12.6291422729295
23	9.27791060507991
53	18.9869729043914
70	19.2643575018478
53	10.193305068333
53	6.96446244504368
56	5.45458252050188
